return_pct,final_value,cash,halted,trades,reset,order_pct,ETH_sweep,ETH_steps,BNB_sweep,BNB_steps,SOL_sweep,SOL_steps
68.41005322985703,50523.01596895711,24628.541448135104,False,302,48.0,0.1,0.2,8,0.06,8,0.2,4
68.41005322985703,50523.01596895711,24628.541448135104,False,302,,0.1,0.2,8,0.06,8,0.2,4
68.41005322985703,50523.01596895711,24628.541448135104,False,302,168.0,0.1,0.2,8,0.06,8,0.2,4
68.08363066753819,50425.08920026146,28372.472801832297,False,434,,0.1,0.1,4,0.06,12,0.2,4
68.08363066753819,50425.08920026146,28372.472801832297,False,434,48.0,0.1,0.1,4,0.06,12,0.2,4
68.08363066753819,50425.08920026146,28372.472801832297,False,434,24.0,0.1,0.1,4,0.06,12,0.2,4
68.08363066753819,50425.08920026146,28372.472801832297,False,434,168.0,0.1,0.1,4,0.06,12,0.2,4
68.0154015894101,50404.62047682303,18111.579002462473,False,129,24.0,0.15,0.1,4,0.15,8,0.2,4
68.0154015894101,50404.62047682303,18111.579002462473,False,129,168.0,0.15,0.1,4,0.15,8,0.2,4
68.0154015894101,50404.62047682303,18111.579002462473,False,129,,0.15,0.1,4,0.15,8,0.2,4
68.0154015894101,50404.62047682303,18111.579002462473,False,129,48.0,0.15,0.1,4,0.15,8,0.2,4
67.86345256298047,50359.035768894144,22591.92005859309,False,280,168.0,0.15,0.06,4,0.06,12,0.2,4
67.86345256298047,50359.035768894144,22591.92005859309,False,280,48.0,0.15,0.06,4,0.06,12,0.2,4
67.86345256298047,50359.035768894144,22591.92005859309,False,280,,0.15,0.06,4,0.06,12,0.2,4
67.86345256298047,50359.035768894144,22591.92005859309,False,280,24.0,0.15,0.06,4,0.06,12,0.2,4
67.65688990400764,50297.066971202294,26090.45940824531,False,204,48.0,0.15,0.1,8,0.1,12,0.2,4
67.65688990400764,50297.066971202294,26090.45940824531,False,204,24.0,0.15,0.1,8,0.1,12,0.2,4
67.65688990400764,50297.066971202294,26090.45940824531,False,204,168.0,0.15,0.1,8,0.1,12,0.2,4
67.65688990400764,50297.066971202294,26090.45940824531,False,204,,0.15,0.1,8,0.1,12,0.2,4
67.62980698038416,50288.94209411525,17999.461944146176,False,119,168.0,0.15,0.1,4,0.1,4,0.2,4
67.62980698038416,50288.94209411525,17999.461944146176,False,119,24.0,0.15,0.1,4,0.1,4,0.2,4
67.62980698038416,50288.94209411525,17999.461944146176,False,119,,0.15,0.1,4,0.2,8,0.2,4
67.62980698038416,50288.94209411525,17999.461944146176,False,119,,0.15,0.1,4,0.1,4,0.2,4
67.62980698038416,50288.94209411525,17999.461944146176,False,119,48.0,0.15,0.1,4,0.1,4,0.2,4
67.62980698038416,50288.94209411525,17999.461944146176,False,119,48.0,0.15,0.1,4,0.2,8,0.2,4
67.62980698038416,50288.94209411525,17999.461944146176,False,119,168.0,0.15,0.1,4,0.2,8,0.2,4
